pc_sector,treatment_function,total_new_adms,total_followup_adms
TR15 1,291_paediatrics_neurodisability,25,22
TR15 3,291_paediatrics_neurodisability,21,25
EX23 8,303_haematology_clinical,13,29
EX23 9,303_haematology_clinical,27,19
TR22 0,303_haematology_clinical,7,16
TR27 6,303_haematology_clinical,25,18
TR18 2,291_paediatrics_neurodisability,3,24
TR19 6,291_paediatrics_neurodisability,9,27
TR13 9,291_paediatrics_neurodisability,10,16
TR14 0,291_paediatrics_neurodisability,7,1
TR3 6,291_paediatrics_neurodisability,25,7
PL14 3,300_general_medicine,9,26
TR27 4,291_paediatrics_neurodisability,13,17
TR5 0,291_paediatrics_neurodisability,24,14
PL14 5,303_haematology_clinical,16,12
PL30 4,303_haematology_clinical,12,24
PL25 5,300_general_medicine,19,3
PL26 8,300_general_medicine,25,3
PL32 9,300_general_medicine,25,9
PL35 0,300_general_medicine,3,16
TR14 7,291_paediatrics_neurodisability,15,6
TR16 4,291_paediatrics_neurodisability,6,12
PL31 1,303_haematology_clinical,28,13
TR13 9,303_haematology_clinical,7,12
TR3 6,303_haematology_clinical,2,25
TR4 8,303_haematology_clinical,8,17
TR15 1,303_haematology_clinical,8,19
TR16 4,303_haematology_clinical,8,2
TR8 5,291_paediatrics_neurodisability,20,26
PL15 7,300_general_medicine,29,19
TR18 5,291_paediatrics_neurodisability,1,11
TR4 8,291_paediatrics_neurodisability,7,4
PL15 8,300_general_medicine,18,8
PL22 0,300_general_medicine,10,2
TR18 5,303_haematology_clinical,26,2
TR7 1,303_haematology_clinical,7,24
TR17 0,291_paediatrics_neurodisability,19,30
TR18 3,291_paediatrics_neurodisability,14,15
PL25 3,300_general_medicine,14,12
PL26 6,300_general_medicine,16,8
TR1 2,300_general_medicine,6,30
TR10 9,300_general_medicine,24,19
TR18 4,291_paediatrics_neurodisability,29,4
TR22 0,291_paediatrics_neurodisability,27,4
PL27 6,300_general_medicine,29,9
TR11 4,300_general_medicine,16,0
TR15 1,300_general_medicine,3,23
TR20 9,300_general_medicine,15,7
PL15 7,306_hepatology,25,29
PL15 8,306_hepatology,25,11
PL22 0,306_hepatology,11,17
TR18 2,300_general_medicine,12,27
TR18 4,300_general_medicine,16,10
PL26 6,306_hepatology,14,6
PL27 6,306_hepatology,9,16
PL30 3,306_hepatology,13,6
TR8 5,303_haematology_clinical,30,10
EX22 6,306_hepatology,18,7
TR27 6,300_general_medicine,22,19
TR4 8,300_general_medicine,9,28
TR26 2,291_paediatrics_neurodisability,13,8
TR27 5,291_paediatrics_neurodisability,22,7
TR7 1,291_paediatrics_neurodisability,22,28
EX23 8,300_general_medicine,14,30
TR19 6,300_general_medicine,5,16
TR4 9,300_general_medicine,3,11
TR4 9,291_paediatrics_neurodisability,12,11
TR7 2,291_paediatrics_neurodisability,9,22
PL31 1,306_hepatology,22,15
TR11 2,306_hepatology,22,11
TR14 7,306_hepatology,7,17
TR7 3,300_general_medicine,8,2
TR9 6,300_general_medicine,4,23
PL17 8,300_general_medicine,11,14
PL24 2,300_general_medicine,27,15
TR8 5,300_general_medicine,11,29
EX23 8,301_gastroenterology,30,23
EX23 0,301_gastroenterology,14,7
PL15 7,301_gastroenterology,9,6
EX23 9,301_gastroenterology,5,8
PL13 1,301_gastroenterology,12,16
PL23 1,300_general_medicine,3,16
TR7 1,300_general_medicine,16,2
PL15 8,301_gastroenterology,11,8
PL22 0,301_gastroenterology,10,28
PL25 5,301_gastroenterology,30,27
PL31 2,301_gastroenterology,18,7
PL25 4,301_gastroenterology,21,7
PL26 8,301_gastroenterology,16,29
PL14 3,306_hepatology,1,15
PL14 6,306_hepatology,27,8
PL15 9,306_hepatology,5,1
PL26 6,301_gastroenterology,29,12
PL27 6,301_gastroenterology,28,29
PL30 5,300_general_medicine,28,9
TR13 9,300_general_medicine,4,27
PL34 0,301_gastroenterology,16,29
TR1 2,301_gastroenterology,7,7
PL29 3,301_gastroenterology,27,6
TR12 7,301_gastroenterology,5,0
PL17 7,306_hepatology,10,11
PL23 1,306_hepatology,1,0
PL25 3,306_hepatology,28,20
TR14 0,300_general_medicine,12,9
TR14 7,300_general_medicine,27,10
TR1 1,301_gastroenterology,9,16
TR11 5,301_gastroenterology,30,30
TR3 6,300_general_medicine,7,18
PL13 2,301_gastroenterology,26,20
TR11 3,301_gastroenterology,23,20
TR12 6,301_gastroenterology,1,11
TR16 5,301_gastroenterology,29,7
TR19 7,301_gastroenterology,30,11
PL31 2,306_hepatology,13,17
PL35 0,306_hepatology,29,5
TR1 2,306_hepatology,16,29
TR13 0,301_gastroenterology,24,8
TR16 6,301_gastroenterology,2,13
TR14 8,301_gastroenterology,8,17
TR14 9,301_gastroenterology,19,4
TR27 4,301_gastroenterology,14,0
TR3 7,301_gastroenterology,9,25
TR19 6,306_hepatology,6,8
TR3 6,306_hepatology,21,0
EX22 6,307_diabetic_medicine,21,22
PL23 1,301_gastroenterology,24,26
PL25 3,301_gastroenterology,1,16
TR7 3,301_gastroenterology,25,25
TR9 6,301_gastroenterology,0,22
TR11 4,306_hepatology,21,19
TR17 0,306_hepatology,30,21
TR18 2,306_hepatology,30,0
PL11 2,307_diabetic_medicine,4,1
PL12 6,307_diabetic_medicine,27,23
TR16 4,301_gastroenterology,10,20
TR22 0,301_gastroenterology,7,2
TR8 4,301_gastroenterology,26,24
PL14 3,302_endocrinology,29,15
PL14 4,302_endocrinology,1,4
PL17 8,302_endocrinology,9,21
PL26 7,301_gastroenterology,12,0
PL30 3,301_gastroenterology,15,26
TR18 3,306_hepatology,22,9
TR18 4,306_hepatology,30,5
TR2 4,306_hepatology,0,27
PL31 1,301_gastroenterology,11,13
TR13 8,301_gastroenterology,29,10
PL14 6,302_endocrinology,24,13
PL15 9,302_endocrinology,25,9
TR21 0,306_hepatology,17,25
TR7 2,306_hepatology,10,11
PL13 1,307_diabetic_medicine,10,25
TR26 2,301_gastroenterology,25,23
TR27 5,301_gastroenterology,13,16
PL14 5,307_diabetic_medicine,25,13
PL30 3,307_diabetic_medicine,3,21
PL17 7,302_endocrinology,10,13
PL26 7,302_endocrinology,6,21
PL27 7,302_endocrinology,5,30
PL30 5,302_endocrinology,4,1
TR4 8,301_gastroenterology,20,28
PL12 4,302_endocrinology,20,1
PL13 2,307_diabetic_medicine,15,18
PL24 2,307_diabetic_medicine,18,6
PL12 5,302_endocrinology,4,4
PL15 7,302_endocrinology,15,24
TR15 2,301_gastroenterology,3,30
TR4 9,301_gastroenterology,26,17
PL31 1,307_diabetic_medicine,17,26
TR11 2,307_diabetic_medicine,27,2
EX23 0,302_endocrinology,25,4
PL10 1,302_endocrinology,27,21
PL32 9,302_endocrinology,27,3
PL34 0,302_endocrinology,25,17
TR1 1,302_endocrinology,4,22
TR10 8,302_endocrinology,8,29
TR1 3,302_endocrinology,9,7
TR14 9,302_endocrinology,29,4
PL28 8,307_diabetic_medicine,17,17
PL31 2,307_diabetic_medicine,9,13
TR18 2,307_diabetic_medicine,21,2
TR19 6,307_diabetic_medicine,2,0
PL25 4,302_endocrinology,30,30
PL29 3,302_endocrinology,16,21
TR20 8,302_endocrinology,3,9
TR20 9,302_endocrinology,30,21
TR3 6,307_diabetic_medicine,27,23
PL31 2,311_clinical_genetics,29,7
TR12 7,302_endocrinology,29,27
TR16 5,302_endocrinology,3,18
TR26 3,302_endocrinology,28,1
TR27 5,302_endocrinology,19,8
TR27 6,311_clinical_genetics,8,20
TR4 8,311_clinical_genetics,27,30
TR10 9,302_endocrinology,5,14
TR13 8,302_endocrinology,26,25
PL35 0,307_diabetic_medicine,24,13
TR1 2,307_diabetic_medicine,6,20
TR14 8,302_endocrinology,0,1
TR15 2,302_endocrinology,4,21
TR5 0,302_endocrinology,1,27
PL14 3,303_haematology_clinical,14,27
TR19 6,302_endocrinology,1,14
TR3 6,302_endocrinology,5,30
PL14 4,303_haematology_clinical,12,14
PL14 6,303_haematology_clinical,19,29
PL15 8,302_endocrinology,29,6
PL27 6,302_endocrinology,10,7
PL24 2,303_haematology_clinical,9,26
PL30 5,303_haematology_clinical,12,22
TR21 0,302_endocrinology,3,30
PL15 7,303_haematology_clinical,22,28
TR7 1,311_clinical_genetics,6,1
TR8 5,311_clinical_genetics,23,12
TR11 4,307_diabetic_medicine,27,6
TR17 0,307_diabetic_medicine,3,6
PL26 8,303_haematology_clinical,22,1
PL29 3,303_haematology_clinical,17,29
PL15 9,303_haematology_clinical,11,7
PL17 7,303_haematology_clinical,16,26
TR18 3,307_diabetic_medicine,3,29
TR18 4,307_diabetic_medicine,8,7
PL26 7,303_haematology_clinical,14,24
PL27 7,303_haematology_clinical,14,28
TR1 3,303_haematology_clinical,22,3
TR11 4,303_haematology_clinical,29,25
PL26 7,314_rehabilitation,5,29
PL27 7,314_rehabilitation,3,9
TR2 4,307_diabetic_medicine,29,5
TR26 2,307_diabetic_medicine,1,14
PL30 5,314_rehabilitation,3,5
TR15 3,314_rehabilitation,16,21
TR13 0,303_haematology_clinical,26,16
TR2 4,303_haematology_clinical,26,12
PL33 9,302_endocrinology,17,9
TR11 5,302_endocrinology,18,5
PL32 9,303_haematology_clinical,10,6
TR12 7,303_haematology_clinical,25,8
TR1 1,303_haematology_clinical,21,11
TR10 8,303_haematology_clinical,29,23
TR16 6,302_endocrinology,18,3
TR17 0,302_endocrinology,7,7
TR27 6,307_diabetic_medicine,21,8
TR7 2,307_diabetic_medicine,26,0
TR10 9,303_haematology_clinical,17,29
TR13 8,303_haematology_clinical,19,7
PL13 2,311_clinical_genetics,30,8
PL25 3,311_clinical_genetics,29,8
PL27 6,311_clinical_genetics,2,19
PL31 1,311_clinical_genetics,6,16
TR16 6,314_rehabilitation,2,10
TR26 1,314_rehabilitation,20,3
TR5 0,314_rehabilitation,10,14
PL11 3,316_clinical_immunology,28,1
TR26 1,303_haematology_clinical,2,18
TR5 0,303_haematology_clinical,3,26
TR1 3,311_clinical_genetics,1,4
TR11 4,311_clinical_genetics,4,4
TR19 7,303_haematology_clinical,30,29
TR20 8,303_haematology_clinical,25,26
PL17 8,316_clinical_immunology,10,11
PL26 7,316_clinical_immunology,9,0
TR18 2,311_clinical_genetics,22,10
TR18 3,311_clinical_genetics,7,8
TR6 0,303_haematology_clinical,28,20
TR7 3,303_haematology_clinical,12,10
TR18 4,311_clinical_genetics,19,6
TR2 4,311_clinical_genetics,22,5
TR11 5,316_clinical_immunology,17,24
TR15 3,316_clinical_immunology,22,14
TR20 9,303_haematology_clinical,4,15
TR26 3,303_haematology_clinical,6,2
TR16 6,316_clinical_immunology,4,23
TR26 1,316_clinical_immunology,29,9
TR4 9,311_clinical_genetics,0,13
TR9 6,311_clinical_genetics,7,30
TR18 2,302_endocrinology,27,12
TR18 3,302_endocrinology,10,16
TR4 9,316_clinical_immunology,24,22
TR5 0,316_clinical_immunology,7,15
TR14 8,303_haematology_clinical,20,26
TR14 9,303_haematology_clinical,3,18
TR9 6,316_clinical_immunology,30,19
PL11 2,320_cardiology,17,15
EX23 8,306_hepatology,15,28
PL10 1,306_hepatology,28,1
PL25 4,306_hepatology,9,9
PL14 3,314_rehabilitation,19,17
PL14 4,314_rehabilitation,25,14
TR18 4,302_endocrinology,24,10
TR4 9,302_endocrinology,22,18
TR7 2,302_endocrinology,22,13
PL18 9,303_haematology_clinical,11,2
TR27 5,303_haematology_clinical,2,18
TR3 7,303_haematology_clinical,0,7
PL14 6,314_rehabilitation,20,24
PL28 8,314_rehabilitation,25,18
PL12 6,320_cardiology,11,1
PL14 5,320_cardiology,7,23
PL24 2,320_cardiology,2,5
PL22 0,303_haematology_clinical,5,29
PL26 6,303_haematology_clinical,16,9
PL29 3,306_hepatology,29,18
PL30 4,306_hepatology,28,7
TR11 3,306_hepatology,6,17
PL32 9,320_cardiology,28,2
PL34 0,320_cardiology,17,25
TR12 7,320_cardiology,15,23
PL28 8,303_haematology_clinical,6,3
TR15 3,303_haematology_clinical,6,7
PL32 9,314_rehabilitation,11,1
TR1 2,314_rehabilitation,11,3
TR24 0,303_haematology_clinical,26,29
TR27 4,303_haematology_clinical,0,17
TR12 6,306_hepatology,6,20
TR14 9,306_hepatology,17,29
TR16 4,306_hepatology,6,11
TR8 4,303_haematology_clinical,19,0
PL12 4,306_hepatology,3,25
TR15 2,303_haematology_clinical,20,11
TR2 5,303_haematology_clinical,20,18
PL12 5,306_hepatology,21,30
PL14 5,306_hepatology,2,21
PL24 2,306_hepatology,0,28
TR19 7,320_cardiology,19,29
TR20 8,320_cardiology,25,7
TR20 9,320_cardiology,11,6
TR9 6,303_haematology_clinical,1,30
PL13 1,306_hepatology,26,18
TR4 8,306_hepatology,14,21
EX23 8,307_diabetic_medicine,28,2
PL27 7,306_hepatology,2,28
TR13 8,306_hepatology,25,16
TR14 8,306_hepatology,14,22
TR26 3,320_cardiology,30,20
TR27 5,320_cardiology,25,7
TR3 7,320_cardiology,0,3
TR11 5,314_rehabilitation,3,30
TR13 0,314_rehabilitation,23,20
TR21 0,303_haematology_clinical,19,27
EX23 0,306_hepatology,20,17
PL11 2,306_hepatology,17,2
PL13 2,306_hepatology,28,11
PL26 7,306_hepatology,12,21
PL28 8,306_hepatology,19,0
TR1 1,306_hepatology,18,10
TR12 7,306_hepatology,8,12
PL18 9,307_diabetic_medicine,17,8
PL25 5,307_diabetic_medicine,24,3
PL30 5,306_hepatology,13,16
PL32 9,306_hepatology,20,18
PL34 0,306_hepatology,27,20
TR8 4,320_cardiology,2,4
EX23 8,321_paediatric_cardiology,6,7
PL30 4,307_diabetic_medicine,11,2
TR11 3,307_diabetic_medicine,18,18
TR16 5,314_rehabilitation,30,5
TR20 8,314_rehabilitation,27,12
EX23 9,321_paediatric_cardiology,29,29
PL14 3,321_paediatric_cardiology,9,17
TR20 9,314_rehabilitation,7,24
TR26 3,314_rehabilitation,22,5
TR16 5,306_hepatology,18,26
TR19 7,306_hepatology,19,17
TR3 7,306_hepatology,4,22
PL14 4,321_paediatric_cardiology,16,29
PL14 6,321_paediatric_cardiology,1,16
TR27 5,314_rehabilitation,1,29
TR7 2,314_rehabilitation,29,9
TR15 2,306_hepatology,12,23
TR26 2,306_hepatology,4,3
TR27 5,306_hepatology,14,2
TR12 6,307_diabetic_medicine,25,10
TR14 9,307_diabetic_medicine,11,17
TR1 3,306_hepatology,6,2
TR11 5,306_hepatology,8,2
TR13 0,306_hepatology,13,0
TR4 9,306_hepatology,24,15
TR6 0,306_hepatology,15,20
EX23 9,307_diabetic_medicine,12,1
TR16 4,307_diabetic_medicine,14,2
TR3 7,307_diabetic_medicine,11,21
TR8 4,306_hepatology,12,3
EX23 0,307_diabetic_medicine,8,23
PL23 1,307_diabetic_medicine,28,30
PL25 3,307_diabetic_medicine,19,6
TR4 8,307_diabetic_medicine,16,7
PL25 5,311_clinical_genetics,0,27
PL26 8,311_clinical_genetics,15,4
TR1 1,311_clinical_genetics,5,19
PL31 2,321_paediatric_cardiology,3,13
TR1 2,321_paediatric_cardiology,13,11
TR12 6,321_paediatric_cardiology,19,4
TR13 9,321_paediatric_cardiology,12,3
EX23 8,316_clinical_immunology,29,16
EX23 9,316_clinical_immunology,21,26
PL10 1,316_clinical_immunology,24,6
PL12 4,316_clinical_immunology,13,18
TR10 8,311_clinical_genetics,28,16
TR10 9,311_clinical_genetics,20,20
TR13 9,311_clinical_genetics,2,23
TR15 1,311_clinical_genetics,3,12
PL12 5,316_clinical_immunology,0,26
PL18 9,316_clinical_immunology,28,23
TR15 1,321_paediatric_cardiology,7,17
TR16 4,321_paediatric_cardiology,22,0
PL14 3,307_diabetic_medicine,10,28
PL14 6,307_diabetic_medicine,0,30
TR16 6,306_hepatology,25,13
TR7 3,306_hepatology,10,23
TR9 6,306_hepatology,17,7
TR2 5,311_clinical_genetics,8,19
TR27 4,311_clinical_genetics,5,0
TR18 5,321_paediatric_cardiology,14,14
TR26 2,321_paediatric_cardiology,26,20
PL14 4,307_diabetic_medicine,14,25
PL17 8,307_diabetic_medicine,8,12
TR3 7,311_clinical_genetics,16,15
TR8 4,311_clinical_genetics,15,24
PL26 8,316_clinical_immunology,2,6
PL27 7,316_clinical_immunology,23,30
PL15 9,307_diabetic_medicine,1,22
PL17 7,307_diabetic_medicine,15,9
PL26 8,314_rehabilitation,2,8
TR1 1,314_rehabilitation,8,1
PL29 3,316_clinical_immunology,11,19
TR1 1,316_clinical_immunology,5,2
PL25 4,307_diabetic_medicine,25,17
PL26 8,307_diabetic_medicine,8,5
TR27 6,321_paediatric_cardiology,24,19
TR4 8,321_paediatric_cardiology,5,3
TR13 9,316_clinical_immunology,14,17
TR15 1,316_clinical_immunology,15,17
PL26 7,307_diabetic_medicine,26,11
TR1 3,307_diabetic_medicine,17,11
TR7 1,321_paediatric_cardiology,24,10
PL14 5,324_anticoagulant_service,5,10
PL22 0,307_diabetic_medicine,28,28
PL26 6,307_diabetic_medicine,22,23
PL29 3,307_diabetic_medicine,14,2
TR1 1,307_diabetic_medicine,0,10
PL24 2,324_anticoagulant_service,26,5
PL28 8,324_anticoagulant_service,22,28
PL27 6,307_diabetic_medicine,20,27
PL30 5,307_diabetic_medicine,27,25
PL32 9,307_diabetic_medicine,21,9
PL34 0,307_diabetic_medicine,25,17
PL30 4,324_anticoagulant_service,27,21
TR12 7,324_anticoagulant_service,28,17
TR16 4,316_clinical_immunology,22,23
TR18 5,316_clinical_immunology,5,1
TR13 8,307_diabetic_medicine,3,14
TR14 8,307_diabetic_medicine,2,0
TR10 8,314_rehabilitation,30,12
TR10 9,314_rehabilitation,3,5
TR7 1,316_clinical_immunology,24,9
TR8 5,316_clinical_immunology,12,3
TR11 5,307_diabetic_medicine,24,8
TR13 0,307_diabetic_medicine,26,26
TR19 7,324_anticoagulant_service,9,14
TR3 7,324_anticoagulant_service,1,30
TR12 7,307_diabetic_medicine,3,0
TR16 5,307_diabetic_medicine,15,6
TR16 6,307_diabetic_medicine,1,28
TR20 8,307_diabetic_medicine,5,2
TR20 9,307_diabetic_medicine,20,24
TR26 3,307_diabetic_medicine,3,2
TR27 5,307_diabetic_medicine,16,23
TR4 9,307_diabetic_medicine,16,25
TR15 2,307_diabetic_medicine,19,11
TR26 1,307_diabetic_medicine,11,3
TR8 4,324_anticoagulant_service,16,18
EX22 6,330_dermatology,3,17
TR19 7,307_diabetic_medicine,4,29
TR8 4,307_diabetic_medicine,21,3
TR27 4,307_diabetic_medicine,26,10
TR6 0,307_diabetic_medicine,20,13
PL12 4,320_cardiology,13,13
PL12 5,320_cardiology,5,9
PL18 9,320_cardiology,10,10
PL24 2,311_clinical_genetics,22,9
PL26 6,311_clinical_genetics,3,8
PL30 4,311_clinical_genetics,16,19
TR12 7,311_clinical_genetics,17,24
PL24 2,330_dermatology,14,23
PL28 8,330_dermatology,7,9
PL30 4,330_dermatology,23,17
PL33 9,330_dermatology,0,28
PL25 5,320_cardiology,3,18
TR1 1,320_cardiology,13,8
TR1 9,320_cardiology,28,12
TR13 9,314_rehabilitation,6,20
TR15 1,314_rehabilitation,22,27
TR14 0,311_clinical_genetics,22,22
TR14 7,311_clinical_genetics,29,4
TR5 0,307_diabetic_medicine,6,20
TR7 3,307_diabetic_medicine,16,25
TR9 6,307_diabetic_medicine,6,7
TR1 2,311_clinical_genetics,11,21
TR7 3,311_clinical_genetics,2,0
PL14 5,314_rehabilitation,15,18
TR18 5,314_rehabilitation,28,17
TR2 5,314_rehabilitation,21,28
PL26 7,311_clinical_genetics,13,2
PL27 7,311_clinical_genetics,6,4
TR11 4,330_dermatology,20,25
TR18 2,330_dermatology,25,11
TR27 4,314_rehabilitation,21,4
TR3 7,314_rehabilitation,3,20
TR15 3,311_clinical_genetics,22,13
TR16 6,311_clinical_genetics,17,24
TR11 5,311_clinical_genetics,19,25
TR13 0,311_clinical_genetics,30,15
TR8 5,314_rehabilitation,27,11
PL13 1,316_clinical_immunology,20,9
TR5 0,311_clinical_genetics,12,22
TR6 0,311_clinical_genetics,19,15
PL24 2,314_rehabilitation,16,9
PL30 4,314_rehabilitation,19,13
TR10 8,320_cardiology,13,5
TR10 9,320_cardiology,23,30
TR13 8,320_cardiology,8,7
TR18 3,330_dermatology,22,27
TR18 4,330_dermatology,13,6
TR14 8,320_cardiology,6,18
TR14 9,320_cardiology,14,12
TR15 2,320_cardiology,22,7
TR12 7,314_rehabilitation,22,29
TR14 0,314_rehabilitation,23,13
TR14 7,314_rehabilitation,12,5
TR7 3,314_rehabilitation,4,26
PL13 2,316_clinical_immunology,6,6
PL23 1,316_clinical_immunology,5,11
PL25 3,316_clinical_immunology,29,11
PL27 6,316_clinical_immunology,14,12
TR2 4,330_dermatology,21,3
TR7 2,330_dermatology,20,23
PL15 7,340_respiratory_medicine,10,29
TR2 5,320_cardiology,18,27
TR21 0,320_cardiology,12,3
PL25 5,321_paediatric_cardiology,8,24
PL30 5,316_clinical_immunology,7,14
TR1 3,316_clinical_immunology,3,11
PL14 5,316_clinical_immunology,4,14
PL25 4,316_clinical_immunology,24,6
PL15 8,340_respiratory_medicine,3,28
PL22 0,340_respiratory_medicine,30,7
TR11 2,321_paediatric_cardiology,0,6
TR11 3,321_paediatric_cardiology,14,19
EX23 8,314_rehabilitation,12,23
EX23 9,314_rehabilitation,17,12
TR11 4,316_clinical_immunology,30,20
TR13 0,316_clinical_immunology,19,13
PL26 6,340_respiratory_medicine,9,2
PL27 6,340_respiratory_medicine,16,6
TR14 0,321_paediatric_cardiology,26,20
TR14 7,321_paediatric_cardiology,12,12
PL31 1,340_respiratory_medicine,30,15
TR11 2,340_respiratory_medicine,14,28
PL32 9,316_clinical_immunology,21,14
PL35 0,316_clinical_immunology,8,30
TR16 5,311_clinical_genetics,12,6
TR20 8,311_clinical_genetics,27,2
TR18 2,340_respiratory_medicine,11,25
TR19 6,340_respiratory_medicine,27,16
TR11 2,316_clinical_immunology,12,7
TR11 3,316_clinical_immunology,11,13
PL31 2,314_rehabilitation,16,24
TR17 0,314_rehabilitation,21,2
TR2 4,316_clinical_immunology,16,5
TR27 5,316_clinical_immunology,26,6
TR19 6,321_paediatric_cardiology,0,8
TR27 4,321_paediatric_cardiology,3,5
TR26 2,314_rehabilitation,4,11
TR4 8,314_rehabilitation,12,17
TR6 0,316_clinical_immunology,25,21
TR7 3,316_clinical_immunology,13,8
TR3 6,321_paediatric_cardiology,17,0
TR5 0,321_paediatric_cardiology,4,21
TR24 0,340_respiratory_medicine,8,30
TR3 6,340_respiratory_medicine,28,12
TR20 9,311_clinical_genetics,12,26
TR26 3,311_clinical_genetics,21,10
